Country,Countrycode2,Countrycode3,Year,POP,Incomegroup,Mean,Median,Gini,Source,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Q1,Q2,Q3,Q4,Q5,P5,P95,Revision,Quality,Region,Currency,Reference_period,Welfaredefn,Currency_Unit,IncSharU,UofAnala,Equivsc,AreaCovr,PopCovr,AgeCovr,isEu,isOECD,exchrate_penn
Canada,CA,CAN,2016,36382940,High income,,,30.7,OECD,2.8,,,,,,,,,23.33,7.56,,,,38.27,,,New 2019,High,Americas,,,Income (net),,Household,Person,Equivalized,All,All,All,,true,
Costa Rica,CR,CRI,2016,4857274,Upper middle income,5331695,3484241,48.4,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,,544.7393672
Mexico,MX,MEX,2016,123333384,Upper middle income,,,45.8,OECD,1.76,,,,,,,,,36.38,5.01,,,,51.43,,,New 2019,High,Americas,,,Income (net),,Household,Person,Equivalized,All,All,All,,true,
Paraguay,PY,PRY,2016,6777878,Upper middle income,29103117,19600000,48.9,Luxembourg Income Study,1.32,2.59,3.67,4.73,5.95,7.5,9.27,11.65,15.75,37.57,3.91,8.4,13.45,20.93,53.31,0.47,26.29,New 2019,High,Americas,Paraguayan guarani,Year,Income (net),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2016,323016000,High income,44211,35844,38.3,Luxembourg Income Study,1.97,3.77,4.95,6.14,7.43,8.82,10.3,12.37,15.75,28.5,5.74,11.08,16.25,22.67,44.25,0.63,18.17,New 2019,High,Americas,United States dollar,Year,Income (net),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2016,323016000,High income,,,39.1,OECD,1.59,,,,,,,,,28.91,5.26,,,,44.75,,,New 2019,High,Americas,,,Income (net),,Household,Person,Equivalized,All,All,All,,,
Uruguay,UY,URY,2016,3424139,High income,358020,284964,36,Luxembourg Income Study,2.78,4.19,5.21,6.23,7.34,8.61,10.13,12.22,15.62,27.69,6.97,11.43,15.95,22.34,43.3,1.14,17.33,New 2019,High,Americas,Uruguayan peso,Year,Income (net),,Household,Person,Equivalized,All,All,All,,,
Argentina,AR,ARG,2016,43508460,Upper middle income,,,,SEDLAC,1.84,3.17,4.25,5.4,6.72,8.3,10.08,12.63,16.72,30.89,5.01,9.65,15.02,22.71,47.61,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2016,10887882,Lower middle income,,,,SEDLAC,1.1,2.8,4.1,5.4,6.7,8.2,10.1,12.7,16.9,32.1,3.9,9.5,14.9,22.8,49,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.1447178
Brazil,BR,BRA,2016,206163056,Upper middle income,,,,SEDLAC,1.06,2.2,3.17,4.19,5.32,6.71,8.34,10.84,15.91,41.91,3.26,7.35,12.02,19.19,57.82,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Colombia,CO,COL,2016,48653419,Upper middle income,,,,SEDLAC,1.3,2.6,3.5,4.5,5.6,7,8.7,11.2,15.6,39.9,3.9,8,12.6,19.9,55.5,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.000327426
Costa Rica,CR,CRI,2016,4857274,Upper middle income,,,,SEDLAC,1.5,2.7,3.7,4.6,5.7,7.1,8.9,11.7,16.7,37.3,4.2,8.3,12.8,20.6,54,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.00183574
Dominican Republic,DO,DOM,2016,10648791,Upper middle income,,,,SEDLAC,1.9,3.1,4.1,5.1,6.2,7.7,9.3,11.6,16.1,35,5,9.2,13.9,20.9,51.1,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.02170234
Ecuador,EC,ECU,2016,16385068,Upper middle income,,,,SEDLAC,1.6,3.1,4.2,5.2,6.4,7.7,9.4,11.9,16.2,34.2,4.7,9.4,14.1,21.3,50.4,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
El Salvador,SV,SLV,2016,6344722,Lower middle income,,,,SEDLAC,2.3,3.7,4.7,5.8,7,8.3,9.8,12,15.7,30.7,6,10.5,15.3,21.8,46.4,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
Honduras,HN,HND,2016,9112867,Lower middle income,,,,SEDLAC,1,2.2,3.3,4.5,5.9,7.4,9.4,12.1,17.4,36.8,3.2,7.8,13.3,21.5,54.2,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.043792376
Mexico,MX,MEX,2016,127540423,Upper middle income,,,,SEDLAC,1.8,3.1,4,4.9,5.8,7,8.5,10.8,14.9,39.1,4.9,8.9,12.8,19.3,54,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,0.053578915
Panama,PA,PAN,2016,4034119,High income,,,,SEDLAC,1.1,2.3,3.4,4.5,5.7,7.2,9.1,11.9,17,37.8,3.4,7.9,12.9,21,54.8,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
Paraguay,PY,PRY,2016,6725308,Upper middle income,,,,SEDLAC,1.6,2.9,3.8,4.8,5.9,7.3,9,11.6,15.7,37.4,4.5,8.6,13.2,20.6,53.1,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.000176351
Peru,PE,PER,2016,31773839,Upper middle income,,,,SEDLAC,1.6,3,4.2,5.5,6.7,8.1,9.8,12.2,16.2,32.7,4.6,9.7,14.8,22,48.9,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2016,3444006,High income,,,,SEDLAC,2.2,3.6,4.7,5.8,7,8.4,10.1,12.4,16.2,29.7,5.8,10.5,15.4,22.5,45.9,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.033153641
Argentina,AR,ARG,2016,43508460,Upper middle income,,,,SEDLAC,2.12,3.61,4.7,5.85,7.13,8.54,10.11,12.52,16.28,29.15,5.73,10.55,15.66,22.63,45.43,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,Urban,All,All,,,
Bolivia,BO,BOL,2016,10887882,Lower middle income,,,,SEDLAC,1.2,2.9,4.4,5.8,7.1,8.6,10.4,12.8,16.7,30,4.1,10.2,15.7,23.2,46.7,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.1447178
Brazil,BR,BRA,2016,206163056,Upper middle income,,,,SEDLAC,1.2,2.45,3.43,4.43,5.54,6.81,8.31,10.8,15.76,40.96,3.65,7.85,12.35,19.11,56.72,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,
Colombia,CO,COL,2016,48653419,Upper middle income,,,,SEDLAC,1.5,2.9,3.9,4.8,5.9,7.2,8.9,11.2,15.4,38.2,4.4,8.7,13.1,20.1,53.6,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.000327426
Costa Rica,CR,CRI,2016,4857274,Upper middle income,,,,SEDLAC,1.7,3,3.9,4.9,5.9,7.3,9,11.7,16.6,36,4.7,8.8,13.2,20.7,52.6,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.00183574
Dominican Republic,DO,DOM,2016,10648791,Upper middle income,,,,SEDLAC,2.1,3.3,4.3,5.3,6.4,7.8,9.4,11.7,15.8,33.9,5.4,9.6,14.2,21.1,49.7,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.02170234
Ecuador,EC,ECU,2016,16385068,Upper middle income,,,,SEDLAC,1.8,3.4,4.5,5.5,6.7,8,9.7,11.9,16,32.6,5.2,10,14.7,21.6,48.6,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
El Salvador,SV,SLV,2016,6344722,Lower middle income,,,,SEDLAC,2.5,3.9,5,6.1,7.2,8.5,10,12.1,15.5,29.3,6.4,11.1,15.7,22.1,44.8,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
Honduras,HN,HND,2016,9112867,Lower middle income,,,,SEDLAC,1.1,2.4,3.5,4.8,6.2,7.8,9.6,12.3,17.2,35.2,3.5,8.3,14,21.9,52.4,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.043792376
Mexico,MX,MEX,2016,127540423,Upper middle income,,,,SEDLAC,2,3.4,4.3,5.2,6.1,7.2,8.7,10.8,14.7,37.4,5.4,9.5,13.3,19.5,52.1,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,true,0.053578915
Panama,PA,PAN,2016,4034119,High income,,,,SEDLAC,1.3,2.5,3.7,4.8,6,7.4,9.3,11.8,16.6,36.6,3.8,8.5,13.4,21.1,53.2,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
Paraguay,PY,PRY,2016,6725308,Upper middle income,,,,SEDLAC,1.8,3.1,4.1,5.1,6.1,7.5,9.1,11.5,15.4,36.2,4.9,9.2,13.6,20.6,51.6,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.000176351
Peru,PE,PER,2016,31773839,Upper middle income,,,,SEDLAC,1.7,3.2,4.4,5.7,7,8.4,10,12.2,16,31.3,4.9,10.1,15.4,22.2,47.3,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,
Uruguay,UY,URY,2016,3444006,High income,,,,SEDLAC,2.6,3.9,5,6.1,7.2,8.5,10.1,12.2,15.8,28.5,6.5,11.1,15.7,22.3,44.3,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.033153641
Argentina,AR,ARG,2016,43508460,Upper middle income,8416.19,6356.25,,World Bank,1.76,3.15,4.28,5.45,6.79,8.38,10.23,12.81,16.79,30.34,4.91,9.74,15.17,23.04,47.13,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2016,11031822,Lower middle income,4832.19,3578.69,,World Bank,1.09,2.76,4.11,5.38,6.73,8.16,10.06,12.71,16.89,32.09,3.86,9.5,14.89,22.77,48.98,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2016,206163056,Upper middle income,7321.69,4367.79,,World Bank,1.01,2.18,3.15,4.18,5.31,6.71,8.35,10.85,15.92,42.35,3.19,7.33,12.02,19.2,58.27,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Colombia,CO,COL,2016,48175048,Upper middle income,5215.56,3255.27,,World Bank,1.3,2.57,3.52,4.5,5.61,6.95,8.69,11.17,15.66,40.03,3.86,8.01,12.57,19.86,55.69,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2016,4899336,Upper middle income,8606.97,5466.47,,World Bank,1.48,2.74,3.67,4.64,5.72,7.09,8.92,11.71,16.74,37.28,4.22,8.31,12.82,20.63,54.02,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Dominican Republic,DO,DOM,2016,10397738,Upper middle income,5661.84,3870.94,,World Bank,1.81,3.04,4.03,5.03,6.19,7.59,9.19,11.58,16.18,35.36,4.86,9.05,13.78,20.77,51.54,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2016,16491115,Upper middle income,4922.31,3459.73,,World Bank,1.59,3.1,4.17,5.21,6.36,7.74,9.44,11.91,16.2,34.27,4.69,9.38,14.1,21.35,50.47,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2016,6356137,Lower middle income,3734.05,2840.78,,World Bank,2.28,3.66,4.74,5.83,6.96,8.27,9.84,12.04,15.73,30.65,5.95,10.56,15.23,21.88,46.38,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Honduras,HN,HND,2016,9270794,Lower middle income,3021.8,1989.7,,World Bank,1.02,2.21,3.31,4.49,5.87,7.41,9.38,12.14,17.4,36.77,3.23,7.8,13.29,21.52,54.17,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Mexico,MX,MEX,2016,123333384,Upper middle income,4990.84,3178.47,,World Bank,1.83,3.08,3.97,4.87,5.84,6.98,8.49,10.76,14.9,39.28,4.91,8.84,12.82,19.25,54.18,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,
Panama,PA,PAN,2016,4037073,High income,9014.82,5800.19,,World Bank,1.08,2.27,3.44,4.52,5.7,7.22,9.1,11.86,16.96,37.85,3.35,7.96,12.92,20.96,54.81,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2016,6777878,Upper middle income,5950.97,3888.34,,World Bank,1.63,2.86,3.83,4.8,5.94,7.28,9.02,11.57,15.73,37.35,4.49,8.63,13.22,20.59,53.08,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2016,30926036,Upper middle income,4882.88,3596.09,,World Bank,1.62,3.02,4.22,5.47,6.7,8.11,9.85,12.2,16.25,32.56,4.64,9.69,14.8,22.05,48.81,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Saint Lucia,LC,LCA,2016,180028,Upper middle income,6767.39,4402.64,51.23,World Bank,0.9,2.23,3.42,4.53,5.85,7.12,8.8,11.76,16.77,38.62,3.13,7.95,12.97,20.56,55.39,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
United States,US,USA,2016,323016000,High income,25160.55,19177.61,,World Bank,1.66,3.39,4.55,5.7,6.93,8.33,10.07,12.49,16.33,30.55,5.05,10.25,15.26,22.56,46.88,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2016,3424139,High income,9537.63,7301.38,,World Bank,2.22,3.55,4.68,5.82,7.01,8.4,10.06,12.36,16.16,29.73,5.78,10.5,15.41,22.42,45.89,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
United States,US,USA,2016,323016000,High income,34318,24326,,Luxembourg Income Study,1.49,2.92,3.96,5.08,6.37,7.87,9.72,12.28,16.44,33.87,4.41,9.04,14.24,22,50.31,0.47,22.39,New 2019,High,Americas,United States dollar,Year,Income (gross),,Household,Person,Per capita,All,All,All,,,
Canada,CA,CAN,2016,36289822,High income,60200,51600,,National statistical authority,2.3,4.1,5.4,6.6,7.9,9.2,10.7,12.6,15.3,25.8,6.4,12,17.1,23.3,41.1,,,New 2018,High,Americas,Canadian dollar 2016,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,0.754489418
United States,US,USA,2016,323016000,High income,56140,41967,,Luxembourg Income Study,1.61,3.17,4.25,5.42,6.76,8.25,10.03,12.38,16.16,31.97,4.78,9.67,15.01,22.4,48.13,0.51,21.02,New 2019,High,Americas,United States dollar,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2016,323016000,High income,,,,National statistical authority,,,,,,,,,,,3.5,9.1,14.7,22.5,50.2,,22.4,New 2019,High,Americas,,,Income (gross),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2016,323016000,High income,43500.7,61779,,National statistical authority,,,,,,,,,,,3.1,8.3,14.2,22.9,51.5,,22.6,New 2019,High,Americas,United States dollar 2018,Year,Income (gross),,Household,Household,No adjustment,All,All,All,,,
Jamaica,JM,JAM,2016,2906242,Upper middle income,,,,National statistical authority,,,,,,,,,,,,,,,,,,New 2019,High,Americas,,,Consumption,,Household,Person,Per capita,All,All,All,,,
Jamaica,JM,JAM,2016,2906242,Upper middle income,,,,National statistical authority,,,,,,,,,,,,,,,,,,New 2019,High,Americas,,,Consumption,,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2016,322179605,High income,,,,Research study,,,,,,,,,,,,,,,,,,New 2018,High,Americas,,,Consumption,,Household,Person,Equivalized,All,All,All,,,1
Mexico,MX,MEX,2016,123333384,Upper middle income,3739.81,2595.85,,World Bank,2.22,3.52,4.46,5.38,6.38,7.58,9.1,11.27,15.33,34.75,5.74,9.84,13.97,20.37,50.08,,,New 2019,Average,Americas,US$2011PPP,Year,Consumption,,Household,Person,Per capita,All,All,All,,true,
Canada,CA,CAN,2016,36289822,High income,52800,44300,,National statistical authority,0.2,2.3,4.2,5.9,7.5,9.3,11.2,13.5,16.8,28.9,2.5,10.1,16.8,24.7,45.7,,,New 2018,High,Americas,Canadian dollar 2016,Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,0.754489418
Argentina,AR,ARG,2017,43937144,Upper middle income,,,38.8,United Nations,2.3,3.9,4.9,5.9,7,8.3,9.9,12.2,15.8,29.6,6.2,10.8,15.3,22.1,45.4,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2017,11192853,Lower middle income,,,46.1,United Nations,0.9,2.6,3.8,5.1,6.5,8.1,10.1,12.7,17.1,33,3.5,8.9,14.6,22.8,50.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2017,207833824,Upper middle income,,,53.3,United Nations,1.1,2.3,3.3,4.2,5.4,6.6,8.4,10.8,15.6,42.4,3.4,7.5,12,19.2,58,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Chile,CL,CHL,2017,18470436,High income,,,45.4,United Nations,2.1,3.4,4.3,5.2,6.1,7.3,8.7,10.9,15,37,5.5,9.5,13.4,19.6,52,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,true,
Colombia,CO,COL,2017,48909844,Upper middle income,,,51.1,United Nations,1.2,2.5,3.5,4.5,5.6,7,8.7,11.4,15.8,39.9,3.7,8,12.6,20.1,55.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2017,4949955,Upper middle income,,,49.6,United Nations,1.4,2.6,3.6,4.5,5.6,7,8.8,11.7,17.2,37.6,4,8.1,12.6,20.5,54.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Dominican Republic,DO,DOM,2017,10513111,Upper middle income,,,44.1,United Nations,2,3.4,4.4,5.4,6.5,7.6,9,11.3,15.3,35.1,5.4,9.8,14.1,20.3,50.4,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2017,16785356,Upper middle income,,,44.4,United Nations,1.8,3.2,4.3,5.2,6.4,7.7,9.4,11.8,16,34.1,5,9.5,14.1,21.2,50.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2017,6388124,Lower middle income,,,39.9,United Nations,2.2,3.7,4.7,5.8,7,8.3,10,12.2,15.8,30.4,5.9,10.5,15.3,22.2,46.2,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Panama,PA,PAN,2017,4106764,High income,,,50.8,United Nations,1,2.2,3.3,4.5,5.8,7.4,9.3,11.8,16.6,38.2,3.2,7.8,13.2,21.1,54.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2017,6867058,Upper middle income,,,50.3,United Nations,1.6,2.7,3.6,4.6,5.7,7,8.7,11.1,14.9,40.2,4.3,8.2,12.7,19.8,55.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2017,31444298,Upper middle income,,,44.8,United Nations,1.6,2.9,4.1,5.2,6.5,8,9.8,12.3,16.3,33.3,4.5,9.3,14.5,22.1,49.6,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2017,3436645,High income,,,39,United Nations,2.5,3.7,4.8,5.9,7,8.5,9.8,12.3,16,29.6,6.2,10.7,15.5,22.1,45.6,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2017,3436645,High income,,,39.2,United Nations,2.4,3.7,4.7,5.9,6.9,8.3,10,12.3,16,29.7,6.1,10.6,15.2,22.3,45.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Canada,CA,CAN,2017,36732088,High income,54439.3,,30.9,National statistical authority,2.7,4.7,5.9,7.1,8.3,9.5,10.8,12.6,15,23.3,7.4,13,17.8,23.4,38.3,,,New 2019,High,Americas,Canadian dollar 2016,Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,
Canada,CA,CAN,2017,36732088,High income,,,31,OECD,2.81,,,,,,,,,23.56,7.58,,,,38.51,,,New 2019,High,Americas,,,Income (net),,Household,Person,Equivalized,All,All,All,,true,
Chile,CL,CHL,2017,18470436,High income,,,46,OECD,1.85,,,,,,,,,36.67,5.06,,,,52.16,,,New 2019,High,Americas,,,Income (net),,Household,Person,Equivalized,All,All,All,,true,
Costa Rica,CR,CRI,2017,4949955,Upper middle income,,,48,OECD,1.38,,,,,,,,,35.95,4.1,,,,53.22,,,New 2019,High,Americas,,,Income (net),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2017,325084736,High income,,,39,OECD,1.63,,,,,,,,,28.54,5.3,,,,44.48,,,New 2019,High,Americas,,,Income (net),,Household,Person,Equivalized,All,All,All,,,
Argentina,AR,ARG,2017,43937144,Upper middle income,,,,SEDLAC,1.91,3.36,4.44,5.64,6.97,8.55,10.41,12.75,16.63,29.34,5.27,10.08,15.52,23.16,45.98,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2017,11051600,Lower middle income,,,,SEDLAC,1.2,2.9,4.1,5.4,6.7,8.2,10.2,12.7,16.8,31.7,4.1,9.5,14.9,22.9,48.5,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.1447178
Brazil,BR,BRA,2017,207833824,Upper middle income,,,,SEDLAC,1.01,2.21,3.19,4.24,5.38,6.81,8.52,10.94,15.91,41.79,3.22,7.43,12.19,19.46,57.7,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Chile,CL,CHL,2017,18470436,High income,,,,SEDLAC,1.97,3.24,4.15,5.05,6.03,7.19,8.67,10.83,15.03,37.84,5.21,9.2,13.22,19.5,52.87,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,
Colombia,CO,COL,2017,48909844,Upper middle income,,,,SEDLAC,1.46,2.7,3.65,4.63,5.74,7.07,8.78,11.29,15.77,38.92,4.16,8.27,12.81,20.07,54.69,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2017,4905769,Upper middle income,,,,SEDLAC,1.6,2.8,3.7,4.7,5.7,7.1,8.8,11.6,17,36.9,4.4,8.4,12.8,20.4,53.9,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.001762074
Ecuador,EC,ECU,2017,16785356,Upper middle income,,,,SEDLAC,1.66,3.11,4.15,5.21,6.45,7.81,9.48,11.99,16.34,33.79,4.77,9.36,14.26,21.48,50.12,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2017,6388124,Lower middle income,,,,SEDLAC,2.47,3.93,4.96,6.04,7.2,8.47,10.06,12.14,15.59,29.14,6.4,11,15.67,22.19,44.73,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Panama,PA,PAN,2017,4106764,High income,,,,SEDLAC,1.14,2.37,3.5,4.66,5.93,7.36,9.14,11.79,16.45,37.65,3.5,8.16,13.3,20.93,54.11,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2017,6811297,Upper middle income,,,,SEDLAC,1.7,2.9,3.8,4.8,5.8,7.1,8.8,11,14.8,39.2,4.6,8.6,12.9,19.8,54,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.00017797
Peru,PE,PER,2017,31444298,Upper middle income,,,,SEDLAC,1.66,3.07,4.28,5.45,6.72,8.17,9.93,12.29,16.12,32.31,4.73,9.73,14.88,22.22,48.43,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2017,3436645,High income,,,,SEDLAC,2.3,3.62,4.72,5.85,7.04,8.36,10,12.3,16.08,29.74,5.92,10.57,15.39,22.3,45.82,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Argentina,AR,ARG,2017,43937144,Upper middle income,,,,SEDLAC,2.21,3.79,4.93,6.06,7.34,8.78,10.4,12.63,16.28,27.58,6,10.99,16.12,23.03,43.86,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,Urban,All,All,,,
Bolivia,BO,BOL,2017,11051600,Lower middle income,,,,SEDLAC,1.3,3,4.4,5.8,7.1,8.6,10.4,12.8,16.6,29.9,4.3,10.2,15.7,23.2,46.5,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.1447178
Brazil,BR,BRA,2017,207833824,Upper middle income,,,,SEDLAC,1.14,2.45,3.46,4.47,5.61,6.95,8.47,10.9,15.7,40.85,3.59,7.92,12.56,19.37,56.55,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,
Chile,CL,CHL,2017,18470436,High income,,,,SEDLAC,2.12,3.47,4.37,5.25,6.19,7.28,8.69,10.72,14.82,37.06,5.58,9.63,13.47,19.41,51.88,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,true,
Colombia,CO,COL,2017,48909844,Upper middle income,,,,SEDLAC,1.63,2.98,3.97,4.96,6.06,7.36,9.02,11.34,15.49,37.2,4.61,8.93,13.42,20.35,52.69,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,
Costa Rica,CR,CRI,2017,4905769,Upper middle income,,,,SEDLAC,1.8,3.1,4,4.9,5.9,7.2,8.9,11.6,16.8,35.8,4.9,8.9,13.1,20.5,52.6,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.001762074
Ecuador,EC,ECU,2017,16785356,Upper middle income,,,,SEDLAC,1.85,3.4,4.48,5.56,6.77,8.09,9.73,12.11,16.06,31.95,5.25,10.04,14.86,21.83,48.01,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,
